Field,Moment
-1.61E-02,-6.00E-08
-1.91E-02,-5.37E-08
-2.21E-02,-5.47E-08
-2.51E-02,-4.82E-08
-2.81E-02,-4.83E-08
-3.11E-02,-6.25E-08
-3.41E-02,-7.02E-08
-3.71E-02,-5.55E-08
-4.01E-02,-8.05E-08
-4.31E-02,-8.65E-08
-4.61E-02,-7.96E-08
-4.91E-02,-8.05E-08
-5.21E-02,-9.70E-08
-5.51E-02,-1.07E-07
-5.81E-02,-1.07E-07
-6.11E-02,-9.75E-08
-6.41E-02,-1.17E-07
-6.71E-02,-9.96E-08
-7.01E-02,-1.24E-07
-7.31E-02,-1.19E-07
-7.61E-02,-1.40E-07
-7.92E-02,-1.26E-07
-8.22E-02,-1.34E-07
-8.52E-02,-1.33E-07
-8.81E-02,-1.43E-07
-9.12E-02,-1.55E-07
-9.42E-02,-1.42E-07
-9.71E-02,-1.54E-07
-1.00E-01,-1.66E-07
-1.03E-01,-1.68E-07
-1.06E-01,-1.58E-07
-1.09E-01,-1.73E-07
-1.12E-01,-1.78E-07
-1.15E-01,-1.63E-07
-1.18E-01,-1.83E-07
-1.21E-01,-1.95E-07
-1.24E-01,-2.04E-07
-1.27E-01,-1.96E-07
-1.30E-01,-2.02E-07
-1.33E-01,-2.07E-07
-1.36E-01,-2.08E-07
-1.39E-01,-2.10E-07
-1.42E-01,-2.15E-07
-1.45E-01,-2.16E-07
-1.48E-01,-2.26E-07
-1.51E-01,-2.25E-07
-1.54E-01,-2.29E-07
-1.57E-01,-2.45E-07
-1.60E-01,-2.38E-07
-1.63E-01,-2.40E-07
-1.66E-01,-2.55E-07
-1.69E-01,-2.59E-07
-1.72E-01,-2.50E-07
-1.75E-01,-2.52E-07
-1.78E-01,-2.65E-07
-1.81E-01,-2.76E-07
-1.84E-01,-2.73E-07
-1.87E-01,-2.91E-07
-1.90E-01,-2.85E-07
-1.93E-01,-2.86E-07
-1.96E-01,-2.92E-07
-1.99E-01,-2.93E-07
-2.02E-01,-3.07E-07
-2.05E-01,-3.02E-07
-2.08E-01,-3.01E-07
-2.11E-01,-3.03E-07
-2.14E-01,-3.04E-07
-2.17E-01,-3.13E-07
-2.20E-01,-3.21E-07
-2.23E-01,-3.28E-07
-2.26E-01,-3.25E-07
-2.29E-01,-3.21E-07
-2.32E-01,-3.34E-07
-2.35E-01,-3.30E-07
-2.38E-01,-3.39E-07
-2.41E-01,-3.42E-07
-2.44E-01,-3.48E-07
-2.47E-01,-3.55E-07
-2.50E-01,-3.59E-07
-2.53E-01,-3.61E-07
-2.56E-01,-3.70E-07
-2.59E-01,-3.63E-07
-2.62E-01,-3.72E-07
-2.65E-01,-3.84E-07
-2.68E-01,-3.81E-07
-2.71E-01,-3.84E-07
-2.74E-01,-3.93E-07
-2.77E-01,-3.92E-07
-2.80E-01,-4.01E-07
-2.83E-01,-4.02E-07
-2.86E-01,-4.04E-07
-2.89E-01,-4.12E-07
-2.92E-01,-4.13E-07
-2.95E-01,-4.15E-07
-2.98E-01,-4.19E-07
-3.01E-01,-4.30E-07
-3.04E-01,-4.26E-07
-3.07E-01,-4.33E-07
-3.10E-01,-4.30E-07
-3.13E-01,-4.37E-07
-3.16E-01,-4.44E-07
-3.19E-01,-4.56E-07
-3.22E-01,-4.64E-07
-3.25E-01,-4.48E-07
-3.28E-01,-4.65E-07
-3.31E-01,-4.60E-07
-3.35E-01,-4.69E-07
-3.38E-01,-4.74E-07
-3.41E-01,-4.71E-07
-3.43E-01,-4.70E-07
-3.47E-01,-4.83E-07
-3.50E-01,-4.95E-07
-3.53E-01,-4.90E-07
-3.55E-01,-4.97E-07
-3.58E-01,-5.04E-07
-3.62E-01,-5.07E-07
-3.65E-01,-5.10E-07
-3.68E-01,-5.09E-07
-3.71E-01,-5.18E-07
-3.74E-01,-5.18E-07
-3.77E-01,-5.13E-07
-3.80E-01,-5.31E-07
-3.83E-01,-5.36E-07
-3.86E-01,-5.41E-07
-3.89E-01,-5.47E-07
-3.92E-01,-5.39E-07
-3.95E-01,-5.45E-07
-3.98E-01,-5.51E-07
-4.01E-01,-5.50E-07
-4.04E-01,-5.54E-07
-4.07E-01,-5.67E-07
-4.10E-01,-5.60E-07
-4.13E-01,-5.68E-07
-4.16E-01,-5.71E-07
-4.19E-01,-5.76E-07
-4.22E-01,-5.87E-07
-4.25E-01,-5.88E-07
-4.28E-01,-5.94E-07
-4.31E-01,-5.97E-07
-4.34E-01,-5.96E-07
-4.37E-01,-6.08E-07
-4.40E-01,-5.96E-07
-4.43E-01,-6.03E-07
-4.46E-01,-6.09E-07
-4.49E-01,-6.10E-07
-4.52E-01,-6.22E-07
-4.55E-01,-6.23E-07
-4.58E-01,-6.25E-07
-4.61E-01,-6.41E-07
-4.64E-01,-6.35E-07
-4.67E-01,-6.35E-07
-4.70E-01,-6.37E-07
-4.73E-01,-6.51E-07
-4.76E-01,-6.62E-07
-4.79E-01,-6.50E-07
-4.82E-01,-6.57E-07
-4.85E-01,-6.58E-07
-4.88E-01,-6.63E-07
-4.91E-01,-6.64E-07
-4.94E-01,-6.77E-07
-4.97E-01,-6.78E-07
-5.00E-01,-6.81E-07
-5.01E-01,-6.83E-07
,
-5.01E-01,-6.81E-07
-4.98E-01,-6.78E-07
-4.95E-01,-6.76E-07
-4.92E-01,-6.71E-07
-4.89E-01,-6.66E-07
-4.86E-01,-6.64E-07
-4.83E-01,-6.60E-07
-4.80E-01,-6.55E-07
-4.77E-01,-6.52E-07
-4.74E-01,-6.48E-07
-4.71E-01,-6.44E-07
-4.68E-01,-6.41E-07
-4.65E-01,-6.36E-07
-4.62E-01,-6.32E-07
-4.59E-01,-6.28E-07
-4.56E-01,-6.25E-07
-4.53E-01,-6.23E-07
-4.50E-01,-6.18E-07
-4.47E-01,-6.15E-07
-4.44E-01,-6.11E-07
-4.41E-01,-6.08E-07
-4.38E-01,-6.02E-07
-4.35E-01,-5.98E-07
-4.32E-01,-5.95E-07
-4.29E-01,-5.92E-07
-4.26E-01,-5.86E-07
-4.23E-01,-5.83E-07
-4.20E-01,-5.80E-07
-4.17E-01,-5.76E-07
-4.14E-01,-5.74E-07
-4.11E-01,-5.69E-07
-4.08E-01,-5.64E-07
-4.05E-01,-5.60E-07
-4.02E-01,-5.56E-07
-3.99E-01,-5.51E-07
-3.96E-01,-5.49E-07
-3.93E-01,-5.46E-07
-3.90E-01,-5.40E-07
-3.87E-01,-5.39E-07
-3.84E-01,-5.33E-07
-3.81E-01,-5.27E-07
-3.78E-01,-5.28E-07
-3.75E-01,-5.23E-07
-3.71E-01,-5.17E-07
-3.68E-01,-5.12E-07
-3.65E-01,-5.09E-07
-3.62E-01,-5.05E-07
-3.59E-01,-5.00E-07
-3.56E-01,-4.98E-07
-3.53E-01,-4.95E-07
-3.50E-01,-4.91E-07
-3.47E-01,-4.90E-07
-3.44E-01,-4.84E-07
-3.41E-01,-4.76E-07
-3.38E-01,-4.75E-07
-3.35E-01,-4.75E-07
-3.32E-01,-4.67E-07
-3.29E-01,-4.67E-07
-3.26E-01,-4.60E-07
-3.23E-01,-4.58E-07
-3.20E-01,-4.55E-07
-3.17E-01,-4.47E-07
-3.14E-01,-4.46E-07
-3.11E-01,-4.42E-07
-3.08E-01,-4.37E-07
-3.05E-01,-4.32E-07
-3.02E-01,-4.26E-07
-2.99E-01,-4.20E-07
-2.96E-01,-4.19E-07
-2.93E-01,-4.18E-07
-2.90E-01,-4.13E-07
-2.87E-01,-4.07E-07
-2.84E-01,-4.14E-07
-2.81E-01,-3.99E-07
-2.78E-01,-4.00E-07
-2.75E-01,-3.89E-07
-2.72E-01,-3.87E-07
-2.69E-01,-3.85E-07
-2.66E-01,-3.75E-07
-2.63E-01,-3.79E-07
-2.60E-01,-3.73E-07
-2.57E-01,-3.76E-07
-2.54E-01,-3.68E-07
-2.51E-01,-3.59E-07
-2.48E-01,-3.60E-07
-2.45E-01,-3.62E-07
-2.42E-01,-3.50E-07
-2.39E-01,-3.46E-07
-2.36E-01,-3.48E-07
-2.33E-01,-3.44E-07
-2.30E-01,-3.38E-07
-2.27E-01,-3.25E-07
-2.24E-01,-3.21E-07
-2.21E-01,-3.25E-07
-2.18E-01,-3.19E-07
-2.15E-01,-3.16E-07
-2.12E-01,-3.07E-07
-2.09E-01,-3.15E-07
-2.06E-01,-3.01E-07
-2.03E-01,-2.99E-07
-2.00E-01,-2.88E-07
-1.97E-01,-2.93E-07
-1.94E-01,-2.90E-07
-1.91E-01,-2.84E-07
-1.88E-01,-2.74E-07
-1.85E-01,-2.89E-07
-1.82E-01,-2.75E-07
-1.79E-01,-2.72E-07
-1.76E-01,-2.62E-07
-1.73E-01,-2.57E-07
-1.70E-01,-2.56E-07
-1.67E-01,-2.49E-07
-1.64E-01,-2.52E-07
-1.61E-01,-2.48E-07
-1.58E-01,-2.49E-07
-1.55E-01,-2.32E-07
-1.52E-01,-2.35E-07
-1.49E-01,-2.24E-07
-1.46E-01,-2.18E-07
-1.43E-01,-2.21E-07
-1.40E-01,-2.26E-07
-1.37E-01,-2.17E-07
-1.34E-01,-2.09E-07
-1.31E-01,-2.18E-07
-1.28E-01,-2.07E-07
-1.25E-01,-2.01E-07
-1.22E-01,-1.97E-07
-1.19E-01,-1.84E-07
-1.16E-01,-1.92E-07
-1.13E-01,-1.87E-07
-1.10E-01,-1.68E-07
-1.07E-01,-1.69E-07
-1.04E-01,-1.47E-07
-1.01E-01,-1.63E-07
-9.81E-02,-1.72E-07
-9.51E-02,-1.45E-07
-9.21E-02,-1.52E-07
-8.91E-02,-1.50E-07
-8.61E-02,-1.47E-07
-8.31E-02,-1.43E-07
-8.01E-02,-1.31E-07
-7.71E-02,-1.43E-07
-7.41E-02,-1.27E-07
-7.11E-02,-1.35E-07
-6.81E-02,-1.32E-07
-6.51E-02,-1.12E-07
-6.21E-02,-1.08E-07
-5.91E-02,-9.65E-08
-5.61E-02,-7.81E-08
-5.31E-02,-1.10E-07
-5.01E-02,-9.02E-08
-4.71E-02,-8.69E-08
-4.41E-02,-8.16E-08
-4.11E-02,-7.56E-08
-3.81E-02,-8.94E-08
-3.51E-02,-6.31E-08
-3.21E-02,-6.78E-08
-2.91E-02,-5.76E-08
-2.61E-02,-7.69E-08
-2.31E-02,-5.62E-08
-2.01E-02,-5.28E-08
-1.71E-02,-4.40E-08
-1.41E-02,-3.33E-08
-1.10E-02,-2.94E-08
-8.05E-03,-4.47E-08
-5.04E-03,-4.23E-08
-2.03E-03,-3.42E-08
1.04E-03,-2.24E-08
4.05E-03,-2.07E-08
7.05E-03,2.63E-09
1.00E-02,-1.25E-08
1.31E-02,-1.83E-08
1.60E-02,1.27E-08
1.91E-02,-4.20E-09
2.21E-02,1.15E-08
2.51E-02,1.47E-08
2.81E-02,1.19E-08
3.10E-02,2.08E-08
3.40E-02,3.04E-08
3.71E-02,1.95E-08
4.01E-02,1.98E-08
4.31E-02,2.28E-08
4.61E-02,4.37E-08
4.91E-02,3.97E-08
5.21E-02,4.27E-08
5.51E-02,4.56E-08
5.81E-02,5.39E-08
6.11E-02,5.29E-08
6.41E-02,6.82E-08
6.71E-02,6.59E-08
7.01E-02,6.81E-08
7.31E-02,9.06E-08
7.61E-02,8.74E-08
7.91E-02,7.15E-08
8.21E-02,8.10E-08
8.51E-02,8.67E-08
8.81E-02,9.88E-08
9.11E-02,7.68E-08
9.41E-02,1.03E-07
9.71E-02,1.13E-07
1.00E-01,1.12E-07
1.03E-01,1.26E-07
1.06E-01,1.36E-07
1.09E-01,1.21E-07
1.12E-01,1.36E-07
1.15E-01,1.23E-07
1.18E-01,1.49E-07
1.21E-01,1.38E-07
1.24E-01,1.36E-07
1.27E-01,1.53E-07
1.30E-01,1.48E-07
1.33E-01,1.58E-07
1.36E-01,1.71E-07
1.39E-01,1.79E-07
1.42E-01,1.64E-07
1.45E-01,1.66E-07
1.48E-01,1.88E-07
1.51E-01,1.81E-07
1.54E-01,1.78E-07
1.57E-01,1.85E-07
1.60E-01,2.00E-07
1.62E-01,1.79E-07
1.67E-01,2.24E-07
1.69E-01,2.05E-07
1.72E-01,2.17E-07
1.75E-01,2.08E-07
1.78E-01,2.21E-07
1.81E-01,2.32E-07
1.85E-01,2.34E-07
1.87E-01,2.16E-07
1.90E-01,2.40E-07
1.93E-01,2.45E-07
1.96E-01,2.38E-07
1.99E-01,2.58E-07
2.02E-01,2.47E-07
2.05E-01,2.38E-07
2.08E-01,2.60E-07
2.11E-01,2.57E-07
2.14E-01,2.60E-07
2.17E-01,2.67E-07
2.20E-01,2.74E-07
2.23E-01,2.59E-07
2.26E-01,2.81E-07
2.29E-01,2.87E-07
2.32E-01,2.87E-07
2.35E-01,3.06E-07
2.38E-01,2.92E-07
2.41E-01,2.80E-07
2.44E-01,3.06E-07
2.47E-01,3.21E-07
2.50E-01,3.18E-07
2.53E-01,3.08E-07
2.56E-01,3.14E-07
2.59E-01,3.21E-07
2.62E-01,3.26E-07
2.65E-01,3.30E-07
2.68E-01,3.45E-07
2.71E-01,3.40E-07
2.74E-01,3.39E-07
2.77E-01,3.48E-07
2.80E-01,3.48E-07
2.83E-01,3.44E-07
2.86E-01,3.56E-07
2.89E-01,3.52E-07
2.92E-01,3.71E-07
2.95E-01,3.72E-07
2.98E-01,3.76E-07
3.01E-01,3.75E-07
3.04E-01,3.68E-07
3.07E-01,3.96E-07
3.10E-01,3.91E-07
3.13E-01,3.83E-07
3.16E-01,4.02E-07
3.19E-01,3.91E-07
3.22E-01,4.01E-07
3.25E-01,3.96E-07
3.28E-01,4.07E-07
3.31E-01,4.20E-07
3.34E-01,4.07E-07
3.37E-01,4.18E-07
3.40E-01,4.23E-07
3.43E-01,4.28E-07
3.46E-01,4.29E-07
3.49E-01,4.37E-07
3.52E-01,4.44E-07
3.55E-01,4.39E-07
3.58E-01,4.54E-07
3.61E-01,4.65E-07
3.64E-01,4.48E-07
3.67E-01,4.70E-07
3.70E-01,4.66E-07
3.73E-01,4.70E-07
3.76E-01,4.81E-07
3.79E-01,4.75E-07
3.82E-01,4.86E-07
3.85E-01,4.87E-07
3.88E-01,4.89E-07
3.91E-01,4.92E-07
3.95E-01,5.03E-07
3.98E-01,5.01E-07
4.01E-01,4.94E-07
4.04E-01,5.08E-07
4.07E-01,5.14E-07
4.10E-01,5.13E-07
4.13E-01,5.23E-07
4.16E-01,5.20E-07
4.19E-01,5.23E-07
4.22E-01,5.28E-07
4.25E-01,5.35E-07
4.28E-01,5.45E-07
4.31E-01,5.44E-07
4.34E-01,5.52E-07
4.37E-01,5.50E-07
4.40E-01,5.56E-07
4.43E-01,5.59E-07
4.46E-01,5.59E-07
4.49E-01,5.71E-07
4.52E-01,5.74E-07
4.55E-01,5.75E-07
4.58E-01,5.79E-07
4.61E-01,5.88E-07
4.64E-01,5.83E-07
4.67E-01,5.92E-07
4.70E-01,5.92E-07
4.73E-01,5.95E-07
4.76E-01,6.05E-07
4.79E-01,6.11E-07
4.82E-01,6.10E-07
4.85E-01,6.17E-07
4.88E-01,6.23E-07
4.91E-01,6.19E-07
4.94E-01,6.24E-07
4.97E-01,6.31E-07
5.00E-01,6.31E-07
5.01E-01,6.34E-07
