Name	Field	Freq.	Km	L	F	P	Pj	T	U	K1dec	K1inc	K2dec	K2inc	K3dec	K3inc	K11	K22	K33	K12	K23	K13
AME16054_C1	423	F1	841.6818	1.067	1.067	1.139	1.139	-0.004	-0.036	90.6	20	183.3	7.3	292.5	68.6	0.99723	1.05069	0.95208	0.00228	0.04115	-0.00837
AME16054_C2	423	F1	910.431	1.177	1.003	1.181	1.209	-0.967	-0.969	71	5.8	162.6	15.4	320.7	73.5	0.96251	1.09313	0.94436	0.0512	0.0165	0.00499
AME16055_A1	423	F1	41.36309	1.046	1.014	1.06	1.063	-0.532	-0.542	21.4	69.9	260.8	10.6	167.5	16.9	0.98222	0.98947	1.02831	0.00443	0.00453	0.01734
AME16055_A2	423	F1	52.44931	1.06	1.015	1.076	1.08	-0.587	-0.599	319.7	79.4	132	10.5	222.3	1.4	0.97843	0.97949	1.04209	-0.00831	-0.00662	0.00837
AME16055_B1	423	F1	1945.551	1.128	1.046	1.18	1.187	-0.458	-0.49	186.6	81.9	60.9	4.8	330.4	6.6	0.94327	0.96236	1.09437	0.01839	0.0004	-0.02154
AME16055_B2	423	F1	1624.359	1.12	1.025	1.148	1.159	-0.646	-0.666	195.9	85.8	313.3	1.9	43.4	3.7	0.95717	0.95794	1.08489	-0.01148	-0.00339	-0.00932
AME16055_C1	423	F1	970.694	1.199	1.023	1.226	1.251	-0.777	-0.797	165.4	88.1	319.3	1.7	49.3	0.8	0.93566	0.93231	1.13203	-0.01054	0.00131	-0.00613
AME16056_A1	423	F1	5943.255	1.082	1.059	1.147	1.147	-0.158	-0.191	328.3	81.7	95.4	5	186	6.6	0.93833	0.99112	1.07055	-0.00642	-0.00544	0.01614
AME16056_A2	423	F1	6260.657	1.088	1.069	1.163	1.163	-0.114	-0.152	330	83	93.1	3.8	183.5	5.8	0.93013	0.99245	1.07742	-0.00447	-0.00487	0.0156
AME16056_B1	423	F1	3306.647	1.072	1.057	1.133	1.133	-0.112	-0.143	19.7	84.4	287	0.3	197	5.5	0.94612	0.9896	1.06427	-0.01461	0.00382	0.0114
AME16056_B2	423	F1	2964.225	1.062	1.047	1.112	1.112	-0.129	-0.155	57.3	80	281.2	7.2	190.4	6.9	0.95219	0.9944	1.05341	-0.007	0.00981	0.01092
AME16056_C1	423	F1	963.4856	1.039	1.056	1.097	1.097	0.18	0.158	351.5	79.1	102.7	4	193.4	10.1	0.95727	1.00212	1.04061	-0.01184	0.00108	0.01609
AME16057_A1	423	F1	415.2641	1.142	1.094	1.249	1.251	-0.194	-0.247	298.6	67.4	137.2	21.6	44.6	6.6	0.94419	0.95656	1.09925	-0.05018	-0.05019	0.01688
AME16057_B1	423	F1	589.5938	1.19	1.097	1.305	1.31	-0.306	-0.365	260.4	76.5	149	5	57.9	12.5	0.9446	0.91867	1.13673	-0.03494	-0.05629	-0.01649
AME16057_C1	423	F1	550.925	1.116	1.047	1.169	1.174	-0.408	-0.44	258.4	84.5	144.3	2.2	54.1	5	0.9619	0.94921	1.08889	-0.02057	-0.01369	-0.00443
AME16057_C2	423	F1	445.0661	1.123	1.058	1.189	1.193	-0.346	-0.383	296.8	74.8	135.2	14.4	44	4.6	0.95175	0.95855	1.0897	-0.03001	-0.03018	0.01065
AME16057_D1	423	F1	629.7321	1.153	1.08	1.246	1.25	-0.296	-0.346	280.5	74.4	181.2	2.6	90.5	15.4	0.97482	0.91759	1.10758	-0.00139	-0.05662	0.00721
AME16075_A1	423	F1	93.68302	1.047	1.052	1.102	1.102	0.05	0.025	64.3	8.9	333.7	3.7	221.3	80.4	1.00875	1.03782	0.95343	0.01741	0.01195	0.00932
AME16075_B1	423	F1	111.503	1.021	1.097	1.12	1.129	0.634	0.617	231.2	1.3	322.1	33.7	139.3	56.2	1.01538	1.02421	0.96042	0.02434	-0.02769	0.03149
AME16075_C1	423	F1	50.45095	1.028	1.071	1.102	1.105	0.428	0.408	248.2	10	344.1	30.4	141.9	57.7	1.0049	1.02944	0.96566	0.0189	-0.02336	0.02223
AME16075_C2	423	F1	81.82134	1.035	1.093	1.131	1.136	0.447	0.422	244.5	7.4	338.4	27.5	140.7	61.3	1.0116	1.03737	0.95102	0.02322	-0.02717	0.02628
AME16076_A1	423	F1	153.2209	1.007	1.092	1.099	1.111	0.853	0.846	21.5	19.8	273.2	41.2	130.6	42.2	1.01185	0.99993	0.98822	0.02555	-0.03178	0.03006
AME16076_A2	423	F1	152.7956	1.005	1.073	1.078	1.088	0.861	0.856	358.4	34.1	246.4	28.9	126.3	42.2	1.01162	0.99667	0.99171	0.018	-0.0278	0.02288
AME16076_B1	423	F1	134.4211	1.028	1.063	1.093	1.095	0.374	0.355	235	15.3	333.2	27.4	119.1	57.9	1.01515	1.01534	0.96951	0.01958	-0.02942	0.00892
AME16076_B2	423	F1	172.0247	1.037	1.062	1.101	1.102	0.247	0.225	240.6	21	342.4	28.1	119	53.7	1.01015	1.01601	0.97385	0.02261	-0.03535	0.00749
AME16076_C1	423	F1	151.7632	1.033	1.102	1.138	1.144	0.496	0.471	56.5	6	324	22.3	160.7	66.8	1.01734	1.04181	0.94085	0.01999	-0.00833	0.03415
AME16077_A1	423	F1	944.9924	1.08	1.171	1.264	1.27	0.345	0.293	221	2.3	315.4	62.3	129.8	27.6	1.02096	0.98845	0.99059	0.09776	-0.04919	0.03668
AME16077_A2	423	F1	1159.443	1.071	1.16	1.241	1.247	0.37	0.322	228.4	20.9	354.3	56.9	128.4	24.4	1.00547	0.98645	1.00808	0.08813	-0.05947	0.01694
AME16077_B1	423	F1	378.9163	1.085	1.059	1.149	1.15	-0.177	-0.21	215.2	0.2	121.3	86.7	305.2	3.3	1.02841	0.98153	0.99006	0.06553	0.00238	-0.00208
AME16077_C1	423	F1	1024.343	1.107	1.207	1.336	1.342	0.299	0.232	249.3	1.2	342.4	69.8	158.8	20.2	0.9014	1.09738	1.00122	0.0881	-0.02255	0.05214
AME16077_C2	423	F1	670.7242	1.064	1.227	1.306	1.322	0.534	0.486	254.3	6.1	8.4	75.4	162.9	13.3	0.87996	1.08742	1.03262	0.06851	-0.01944	0.03927
AME16078_A1	423	F1	122.0808	1.017	1.117	1.135	1.148	0.737	0.723	45.2	9.1	304.7	48.6	142.9	39.9	0.99822	1.01553	0.98625	0.03888	-0.03001	0.04411
AME16078_A2	423	F1	115.7317	1.023	1.118	1.143	1.154	0.663	0.644	46.2	6.3	310	44.3	142.6	45	1.00525	1.02036	0.9744	0.03763	-0.03099	0.04471
AME16078_B1	423	F1	93.74437	1.029	1.086	1.117	1.122	0.479	0.457	34.3	8.2	301.5	18.8	146.8	69.4	1.02973	1.02308	0.94719	0.01817	-0.01208	0.02556
AME16078_B2	423	F1	142.2921	1.033	1.071	1.106	1.109	0.365	0.343	43.3	5	311.5	19.5	147.1	69.8	1.02314	1.02445	0.95241	0.01994	-0.00987	0.02035
AME16078_C1	423	F1	97.29497	1.016	1.084	1.101	1.109	0.67	0.657	6.1	20.8	98.2	5.4	202	68.5	1.02593	1.01957	0.95449	-0.00219	0.0107	0.03041
AME16079_A1	423	F1	530.7854	1.097	1.043	1.145	1.149	-0.373	-0.402	348.1	64.9	248.3	4.6	156.2	24.6	0.96996	0.97695	1.05309	0.00899	-0.01383	0.05011
AME16079_A2	423	F1	761.0862	1.107	1.065	1.179	1.181	-0.233	-0.271	306	60.9	57.8	11.7	153.7	26.2	0.95472	0.99176	1.05352	0.00747	-0.04672	0.04766
AME16079_B1	423	F1	692.1221	1.042	1.018	1.061	1.062	-0.39	-0.403	66.9	68.1	325.4	4.6	233.6	21.4	0.98751	0.98699	1.0255	-0.00525	0.0181	0.00922
AME16079_B2	423	F1	586.9698	1.062	1.046	1.111	1.112	-0.15	-0.175	345.9	61.8	84.7	4.7	177.2	27.8	0.97287	0.99457	1.03256	-0.00165	-0.00719	0.04305
AME16079_C1	423	F1	244.581	1.008	1.017	1.025	1.026	0.379	0.374	344.2	38.8	103.6	31.4	219.3	35.4	1.00068	0.99889	1.00043	-0.00681	0.00408	0.0099
AME16079_C2	423	F1	287.1877	1.029	1.053	1.083	1.085	0.295	0.276	5.1	42.8	111.9	17.3	218.3	42.1	1.00552	0.9967	0.99778	-0.01223	0.01697	0.03414
AME16080_A1	423	F1	9008.288	1.095	1.05	1.149	1.152	-0.302	-0.333	353.2	68.3	189.5	20.9	97.4	5.6	0.9963	0.93914	1.06456	0.00436	-0.00831	0.03245
AME16080_A2	423	F1	6347.099	1.057	1.058	1.118	1.118	0.006	-0.022	5.5	58	156.4	28.7	253.7	13.1	1.01099	0.95161	1.03739	-0.01241	0.01398	0.02886
AME16080_B1	423	F1	7527.915	1.114	1.052	1.172	1.176	-0.364	-0.398	16	47.2	125.4	17.2	229.3	37.7	1.01367	0.96532	1.02101	-0.00126	0.03305	0.06895
AME16080_B2	423	F1	9232.604	1.108	1.068	1.184	1.185	-0.218	-0.258	5.4	46.5	105.1	9.1	203.4	42.1	1.00632	0.98043	1.01325	-0.00787	0.01748	0.0817
AME16080_C1	423	F1	386.9958	1.065	1.154	1.229	1.235	0.387	0.342	28.8	29.3	137.4	29.7	263.4	45.9	1.06127	0.9699	0.96883	0.01393	0.0813	0.03272
AME16080_C2	423	F1	780.132	1.092	1.15	1.257	1.259	0.227	0.172	98.5	61.9	6.5	1	276	28.1	1.01229	0.93132	1.05639	0.00768	0.09317	-0.01148
AME16081_A1	423	F1	453.1591	1.27	1.129	1.435	1.444	-0.326	-0.405	82.4	9.7	350.3	12.2	209.9	74.3	0.94906	1.19391	0.85702	0.02934	0.05643	0.03023
AME16081_A2	423	F1	3934.182	1.196	1.119	1.338	1.341	-0.229	-0.297	262.9	3.9	146.1	81.3	353.5	7.7	0.87397	1.15606	0.96998	0.03446	-0.0114	-0.01521
AME16081_B1	423	F1	6821.504	1.251	1.139	1.425	1.431	-0.263	-0.344	102.9	13.3	8	20.1	224.3	65.6	0.96015	1.1656	0.87425	-0.05972	0.08313	0.01954
AME16081_B2	423	F1	5397.034	1.203	1.108	1.333	1.338	-0.284	-0.349	109.5	21.5	19.3	0.6	287.8	68.5	0.98398	1.10548	0.91054	-0.04978	0.09348	-0.03212
AME16081_C1	423	F1	1960.636	1.278	1.043	1.333	1.364	-0.708	-0.742	99.9	9.5	192.5	15.2	339	71.9	0.93104	1.16958	0.89938	-0.04131	0.04547	-0.01773
AME16081_C2	423	F1	8138.335	1.296	1.056	1.369	1.398	-0.651	-0.694	98.1	18.4	209.2	47.2	353.6	36.9	0.89903	1.16611	0.93486	-0.03076	0.08392	-0.03509
AME16083_A1	423	F1	3921.77	1.246	1.022	1.274	1.307	-0.817	-0.837	294.8	45.3	174.7	26.4	65.9	33.1	0.94793	1.01215	1.03992	-0.04855	-0.11257	0.04419
AME16083_A2	423	F1	2132.444	1.118	1.076	1.204	1.205	-0.205	-0.249	305.6	45	169.8	35.6	61.6	23.6	0.99095	0.97749	1.03155	-0.05209	-0.06984	0.0217
AME16083_B1	423	F1	4052.598	1.157	1.015	1.174	1.194	-0.814	-0.827	310.3	30	157.5	57	47.6	12.5	0.9956	1.01284	0.99156	-0.06215	-0.0517	0.03993
AME16083_B2	423	F1	3228.771	1.164	1.009	1.174	1.198	-0.887	-0.895	307.8	43.9	46.6	9	145.6	44.7	0.97843	1.00008	1.02148	-0.03711	-0.06383	0.0512
AME16083_C1	423	F1	1357.374	1.094	1.032	1.129	1.135	-0.484	-0.507	308.1	51.9	113.6	37.2	209	7	0.96984	0.99407	1.03609	-0.02967	-0.03355	0.03087
AME16083_C2	423	F1	3091.052	1.134	1.033	1.171	1.182	-0.593	-0.618	327.5	49.2	126.7	38.9	225.2	10.4	0.99174	0.96803	1.04023	-0.03991	-0.03058	0.05799
AME16084_A1	423	F1	25.32591	1.029	1.022	1.052	1.052	-0.118	-0.131	299.4	39	113.5	50.8	207	2.8	0.98457	1.00635	1.00908	-0.01622	-0.01168	0.00782
AME16084_A2	423	F1	36.48167	1.015	1.032	1.047	1.048	0.344	0.333	204.7	79.7	96.8	3.2	6.2	9.7	0.97599	1.00486	1.01915	-0.00305	-0.00169	-0.00756
AME16084_B1	423	F1	47.54832	1.036	1.012	1.049	1.051	-0.492	-0.501	231.2	74	73.4	14.8	341.9	5.8	0.98248	0.99254	1.02498	0.0048	-0.007	-0.00705
AME16084_B2	423	F1	68.17681	1.022	1.016	1.038	1.038	-0.158	-0.167	214.2	69.8	50	19.5	318.2	5.1	0.99108	0.99183	1.01709	0.00892	-0.00307	-0.00689
AME16084_C1	423	F1	59.39172	1.028	1.036	1.065	1.065	0.121	0.105	290	71.2	129.3	17.8	37.5	5.8	0.98099	0.99211	1.0269	-0.01743	-0.01013	0.00013
AME16084_D1	423	F1	26.37461	1.019	1.046	1.066	1.067	0.404	0.39	289.2	67.4	134.1	20.7	40.8	8.7	0.98394	0.99244	1.02363	-0.02211	-0.01074	-0.00271
AME16085_A1	423	F1	1656.76	1.069	1.066	1.139	1.139	-0.025	-0.057	270.7	61.6	114.7	26.3	19.7	10	0.94469	1.00632	1.04899	-0.01914	-0.0324	-0.0095
AME16085_A2	423	F1	1676.178	1.038	1.091	1.133	1.137	0.397	0.37	297.5	62.6	137.8	25.9	43.8	8.3	0.9737	0.98198	1.04432	-0.04494	-0.02252	-0.0014
AME16085_B1	423	F1	2035.985	1.08	1.046	1.131	1.132	-0.261	-0.289	294.2	52.7	104.9	37	198.3	4.5	0.95375	1.00815	1.03811	-0.02394	-0.03392	0.01895
AME16085_C1	423	F1	1036.996	1.161	1.155	1.341	1.341	-0.02	-0.093	281.5	62.8	115.4	26.5	22.6	5.6	0.88018	1.00356	1.11625	-0.05316	-0.06865	0.00103
AME16085_D1	423	F1	1417.071	1.125	1.086	1.221	1.223	-0.174	-0.222	296.7	61	112.8	29	203.7	1.6	0.92557	0.99551	1.07893	-0.04035	-0.04562	0.02544
AME16086_A1	423	F1	2870.373	1.035	1.031	1.067	1.067	-0.052	-0.068	259.8	78.3	123.9	8.4	32.7	8	0.97745	0.99118	1.03138	-0.01333	-0.00908	-0.00476
AME16086_A2	423	F1	3008.019	1.063	1.041	1.107	1.107	-0.204	-0.228	292.6	70	140.6	17.9	47.7	8.8	0.97601	0.97756	1.04643	-0.02165	-0.02293	0.00373
AME16086_B1	423	F1	2734.826	1.03	1.099	1.131	1.137	0.527	0.505	337.8	56.3	185.7	30.5	87.9	12.9	1.02833	0.93492	1.03675	-0.00639	-0.02517	0.01216
AME16086_B2	423	F1	3263.383	1.078	1.084	1.168	1.168	0.037	-0.002	320.2	73.3	194.3	10	101.9	13.2	1.00054	0.93246	1.067	0.01163	-0.0304	0.0199
AME16086_C1	423	F1	3792.336	1.036	1.073	1.112	1.114	0.333	0.31	289.1	66	161.2	15.3	66.1	18.1	1.00126	0.96411	1.03463	-0.02502	-0.03141	-0.00384
AME16086_C2	423	F1	2619.353	1.046	1.057	1.105	1.105	0.1	0.075	265.1	72	141.2	10.3	48.5	14.6	0.98046	0.97867	1.04087	-0.02459	-0.02332	-0.00983
AME16087_A1	423	F1	6357.092	1.132	1.137	1.288	1.288	0.017	-0.046	215.4	64.2	357.3	20.8	93	14.5	1.01239	0.89219	1.09541	0.0177	-0.05918	-0.0406
AME16087_A2	423	F1	4158.446	1.133	1.084	1.229	1.23	-0.212	-0.261	230.1	70.2	343.9	8.3	76.6	17.9	0.98448	0.92529	1.09024	-0.00824	-0.05366	-0.03189
AME16087_B1	423	F1	2264.193	1.134	1.103	1.251	1.252	-0.126	-0.181	130.1	75.8	274.3	11.6	5.9	8.1	0.90049	0.99015	1.10936	-0.01321	0.02273	-0.03296
AME16087_B2	423	F1	2952.215	1.118	1.159	1.295	1.296	0.14	0.076	135.9	78.2	278.8	9.5	10	7	0.87722	1.00482	1.11796	-0.02572	0.01362	-0.03347
AME16087_C1	423	F1	1607.697	1.105	1.084	1.198	1.198	-0.109	-0.154	235.5	72.9	359.6	9.8	92	13.9	0.99354	0.92496	1.0815	0.00674	-0.04199	-0.01598
AME16087_C2	423	F1	1524.017	1.076	1.075	1.157	1.157	-0.009	-0.045	256.2	64.3	0.7	6.9	93.9	24.6	0.99836	0.95414	1.0475	0.00718	-0.05498	-0.00529
AME16088_A1	423	F1	2010.127	1.075	1.068	1.148	1.148	-0.053	-0.088	152	68.5	358.3	19.5	265.2	8.8	1.0034	0.93705	1.05955	-0.00934	0.02156	-0.02184
AME16088_A2	423	F1	1810.802	1.074	1.052	1.129	1.13	-0.169	-0.198	156.3	56.9	348	32.5	254.5	5.3	1.00673	0.95049	1.04278	-0.02043	0.01778	-0.02934
AME16088_B1	423	F1	941.4161	1.068	1.032	1.101	1.104	-0.358	-0.379	112.5	80	296.8	10	206.6	0.7	0.96392	0.98338	1.0527	-0.01281	0.01075	-0.00405
AME16088_B2	423	F1	1649.012	1.111	1.047	1.163	1.168	-0.398	-0.429	162.5	57.6	351	32.1	258.6	3.9	1.00489	0.93932	1.0558	-0.01734	0.01768	-0.04644
AME16088_C1	423	F1	1398.908	1.066	1.029	1.098	1.1	-0.379	-0.399	167	56.5	327.9	32	63.4	8.8	1.00101	0.96658	1.03241	-0.01536	0.00295	-0.03127
AME16088_C2	423	F1	1486.878	1.064	1.071	1.139	1.139	0.05	0.017	146.4	53.2	326.1	36.8	56.2	0.1	0.99623	0.96205	1.04172	-0.0412	0.01686	-0.02565
AME16089_B1	423	F1	13591.06	1.131	1.244	1.407	1.413	0.277	0.197	46.4	37.1	261.6	47.3	150.8	18.2	0.92484	1.02386	1.0513	0.11973	0.01784	0.0963
AME16089_B2	423	F1	11332.79	1.124	1.233	1.386	1.392	0.283	0.207	37.7	39.2	244.3	47.6	139	13.5	0.96583	0.97194	1.06223	0.12715	0.00918	0.08238
AME16089_C1	423	F1	5415.964	1.214	1.034	1.255	1.278	-0.702	-0.73	32.6	42	257.2	38.3	146.4	24.2	1.00416	0.96751	1.02834	0.06252	0.04746	0.09425
AME16089_C2	423	F1	1692.765	1.13	1.052	1.189	1.195	-0.413	-0.448	27.4	28	150.8	46	278.9	30.8	1.05086	0.95992	0.98922	0.04574	0.04517	0.04344
AME16089_D1	423	F1	6189.757	1.202	1.004	1.207	1.24	-0.955	-0.959	49.8	33.2	153.7	20.1	269.3	49.7	0.99332	1.01402	0.99266	0.0654	0.06832	0.05603
AME16090_A1	423	F1	10332.99	1.101	1.084	1.193	1.194	-0.09	-0.133	53.3	21	145.2	4.9	247.6	68.4	1.02181	1.03939	0.9388	0.03819	0.05124	0.03008
AME16090_A2	423	F1	12906.02	1.094	1.082	1.184	1.184	-0.067	-0.109	46.3	14.7	137.9	5.9	249.3	74.1	1.03488	1.03473	0.93039	0.04186	0.0351	0.02282
AME16090_B1	423	F1	9024.371	1.172	1.114	1.305	1.308	-0.193	-0.256	54.4	12.9	322	10.5	193.9	73.3	1.02357	1.08242	0.89401	0.0738	0.03632	0.04791
AME16090_B2	423	F1	9176.305	1.225	1.1	1.348	1.356	-0.358	-0.422	63.5	9.3	331.9	9.7	196.5	76.5	0.99477	1.12484	0.88039	0.0823	0.03627	0.03427
AME16090_C1	423	F1	11048.37	1.118	1.03	1.152	1.161	-0.579	-0.602	51.8	18.4	320.2	5	215.5	70.9	1.0087	1.03413	0.95717	0.04883	0.03214	0.02842
AME16090_C2	423	F1	19206.84	1.154	1.081	1.248	1.252	-0.295	-0.345	66.1	12.2	336	0.2	245.1	77.8	0.99736	1.09149	0.91115	0.05201	0.04218	0.01902
AME16091_A1	423	F1	14558.33	1.092	1.069	1.167	1.168	-0.14	-0.178	31.9	30.6	296.1	9.8	190.4	57.6	1.02184	1.00911	0.96905	0.02708	0.02628	0.06222
AME16091_A2	423	F1	15392.78	1.094	1.08	1.181	1.182	-0.079	-0.12	32.2	30.5	298.5	6.3	198	58.8	1.0252	1.01109	0.96371	0.02548	0.03181	0.06552
AME16091_B1	423	F1	10399.97	1.108	1.05	1.163	1.167	-0.354	-0.387	41.6	19.9	306.1	14.6	182.2	64.9	1.02423	1.02143	0.95434	0.04602	0.02316	0.04326
AME16091_C1	423	F1	7942.204	1.094	1.04	1.138	1.142	-0.393	-0.42	32.9	23.2	298.5	10.3	186.2	64.4	1.0299	1.00481	0.96529	0.03496	0.0198	0.04278
AME16091_C2	423	F1	8664.533	1.092	1.04	1.135	1.138	-0.384	-0.411	29.4	23.9	292.8	14.6	174.1	61.5	1.03105	1.00061	0.96834	0.03303	0.01478	0.04472
AME16091_D1	423	F1	7566.75	1.088	1.047	1.14	1.142	-0.298	-0.328	30.5	24.3	292	18.1	169	59	1.02818	1.00384	0.96798	0.03385	0.01286	0.04734
AME16091_D1	423	F1	6785.738	1.086	1.034	1.124	1.127	-0.423	-0.447	30.3	23.5	295	12	179.9	63.3	1.02923	1.00072	0.97005	0.03118	0.01564	0.03981
AME16092_A1	423	F1	5170.044	1.115	1.125	1.255	1.255	0.039	-0.017	55.2	45	148.3	3.1	241.3	44.8	1.00454	0.99435	1.00112	0.00336	0.09591	0.05941
AME16092_A2	423	F1	4714.82	1.182	1.112	1.314	1.317	-0.222	-0.286	55.3	45.4	317.5	7.6	220.3	43.6	0.97198	1.01115	1.01688	0.01535	0.10442	0.08774
AME16092_B1	423	F1	3572.536	1.166	1.116	1.301	1.303	-0.165	-0.228	62.7	45	154	1.3	245.3	45	0.98804	1.00196	1.01	0.01376	0.11853	0.05857
AME16092_B2	423	F1	3738.746	1.074	1.124	1.206	1.209	0.244	0.199	73.1	46.2	166.6	3.4	259.8	43.6	1.01355	0.98847	0.99798	-0.00023	0.09041	0.02071
AME16092_C1	423	F1	6043.296	1.154	1.175	1.356	1.356	0.058	-0.018	42.1	48.4	140.9	7.7	237.5	40.6	1.01095	0.96779	1.02126	-0.00497	0.11323	0.09615
AME16092_C2	423	F1	4736.784	1.256	1.112	1.397	1.407	-0.363	-0.434	37.6	44.6	142.4	14.6	245.9	41.8	1.01959	0.95225	1.02816	0.03975	0.1177	0.11594
AME16093_A1	423	F1	7088.061	1.236	1.327	1.64	1.643	0.143	0.021	344.3	48.8	101.1	21.5	206	33.2	0.95869	0.97768	1.06363	-0.095	0.01785	0.21475
AME16093_A2	423	F1	2881.459	1.026	1.134	1.164	1.176	0.659	0.637	27.7	54.3	117.8	0	207.8	35.7	0.97599	1.01609	1.00792	-0.02937	0.03292	0.06241
AME16093_B1	423	F1	9504.646	1.285	1.061	1.363	1.39	-0.62	-0.666	284.9	33.9	135.7	52	25.4	15.2	0.90107	1.09078	1.00815	-0.06473	-0.12437	0.01954
AME15093_B2	423	F1	2174.201	1.03	1.081	1.114	1.118	0.45	0.429	358.1	61.9	111.5	12	207.2	25	0.97245	1.00219	1.02537	-0.02568	0.01293	0.03866
AME16093_C1	423	F1	1489.171	1.015	1.132	1.148	1.164	0.79	0.776	321.3	41.9	90.7	35.2	202.7	28	0.96035	1.02435	1.0153	-0.03753	0.01457	0.05191
AME16093_C2	423	F1	1714.678	1.04	1.099	1.143	1.147	0.418	0.39	323.1	50.6	97.6	30	201.9	23.1	0.96065	1.01225	1.0271	-0.0346	0.00044	0.04643
AME16094_A1	423	F1	1430.396	1.021	1.068	1.091	1.095	0.516	0.5	342.6	35.1	98.5	31.9	218.3	38.7	1.00329	1.0005	0.9962	-0.02327	0.01652	0.0344
AME16094_A2	423	F1	1483.199	1.024	1.086	1.112	1.118	0.556	0.537	355	45.9	114.8	25.7	222.9	32.9	0.99998	0.99254	1.00749	-0.0293	0.02394	0.03895
AME16094_B1	423	F1	1352.547	1.028	1.084	1.114	1.119	0.498	0.478	329.6	36.9	102.5	42.2	218.4	25.7	0.99098	0.99681	1.01221	-0.03911	0.01247	0.03588
AME16094_B2	423	F1	1505.5	1.033	1.066	1.102	1.104	0.326	0.304	357.9	42.4	110.4	22.7	220.1	39	1.00589	0.99402	1.0001	-0.01936	0.01923	0.04023
AME16094_C1	423	F1	2129.671	1.004	1.071	1.076	1.085	0.88	0.876	55.8	56.4	313.8	7.8	218.8	32.4	0.99222	1.00304	1.00474	-0.02291	0.02088	0.02499
AME16094_C2	423	F1	2000.748	1.02	1.08	1.101	1.108	0.594	0.578	22.4	56.6	126.7	9.3	222.5	31.8	0.99399	0.99448	1.01154	-0.025	0.02635	0.03352
AME16095_A1	423	F1	350.3906	1.033	1.05	1.084	1.085	0.194	0.174	348.7	58.2	136.8	27.7	234.5	14.3	0.99855	0.97556	1.02589	-0.02284	0.00632	0.02124
AME16095_B1	423	F1	374.8512	1.043	1.041	1.086	1.086	-0.023	-0.044	13	70.4	127.3	8.3	220	17.6	0.98241	0.98427	1.03332	-0.01654	0.01036	0.02195
AME16095_B2	423	F1	345.3035	1.019	1.053	1.073	1.076	0.459	0.445	7.7	63.6	128.4	14.2	224.2	21.8	0.99169	0.98918	1.01913	-0.02143	0.01325	0.02027
AME16095_C1	423	F1	372.7431	1.034	1.04	1.076	1.076	0.07	0.052	346.4	62.6	129.1	22.4	225.4	14.9	0.99057	0.98353	1.0259	-0.01954	0.00346	0.0204
AME16095_D1	423	F1	290.4247	1.016	1.056	1.074	1.077	0.543	0.53	4.3	64.3	142.4	19.7	238.2	15.8	1.00169	0.97639	1.02192	-0.02216	0.01252	0.01393
AME16095_C2	423	F1	325.7365	1.03	1.035	1.066	1.066	0.081	0.065	11.6	71.5	127.1	8.2	219.5	16.5	0.98566	0.98885	1.02549	-0.01475	0.00768	0.01592
AME16096_A1	423	F1	5123.146	1.11	1.125	1.249	1.249	0.059	0.004	176.5	75.9	301.8	8.3	33.5	11.4	0.93248	0.96779	1.09973	-0.04958	-0.01028	-0.04404
AME16096_A2	423	F1	6620.31	1.123	1.14	1.281	1.281	0.059	-0.003	169.5	77	296.9	8	28.3	10.2	0.91358	0.97329	1.11312	-0.05074	-0.00518	-0.0453
AME16096_B1	423	F1	7803.417	1.121	1.217	1.364	1.369	0.265	0.192	205.2	73.5	111.6	1.1	21.3	16.5	0.8825	0.99921	1.11829	-0.05282	-0.03229	-0.07647
AME16096_B2	423	F1	7046.212	1.111	1.212	1.347	1.352	0.292	0.223	191.4	81.4	305	3.5	35.4	7.9	0.90774	0.96291	1.12935	-0.08232	-0.01734	-0.03614
AME16096_C1	423	F1	8957.722	1.089	1.222	1.331	1.341	0.402	0.341	207.2	74.7	111.8	1.5	21.4	15.2	0.88563	1.00983	1.10454	-0.0567	-0.02802	-0.06501
AME16097_A1	423	F1	1058.701	1.077	1.107	1.192	1.193	0.156	0.113	32.3	61.1	139	9	233.6	27.2	0.99239	0.96185	1.04576	-0.02863	0.04938	0.05115
AME16097_A2	423	F1	1328.542	1.146	1.152	1.319	1.319	0.019	-0.051	16.7	54.8	127.1	13.8	225.8	31.6	0.99325	0.95049	1.05626	-0.0343	0.06146	0.10615
AME16097_B1	423	F1	1169.046	1.033	1.128	1.165	1.174	0.578	0.552	31	48.4	145.6	20.3	250.3	34.5	1.02955	0.96148	1.00896	-0.01851	0.05982	0.03262
AME16097_B2	423	F1	2696.426	1.15	1.423	1.636	1.661	0.433	0.33	25.8	41.4	132.2	17.7	239.7	43.3	1.08107	0.94502	0.97391	-0.03756	0.16865	0.14907
AME16097_C1	423	F1	1117.348	1.083	1.09	1.18	1.18	0.037	-0.004	23.8	48.9	141.1	21.7	246	32.8	1.02009	0.95716	1.02275	-0.00835	0.05081	0.0528
AME16097_C2	423	F1	6255.267	1.249	1.491	1.862	1.878	0.284	0.138	30.8	55.8	132.5	7.9	227.7	33.1	0.97947	0.91866	1.10188	-0.08265	0.17522	0.2064
AME16098_A	423	F1	6544.273	1.013	1.033	1.046	1.047	0.44	0.431	87.5	17	190.6	36.6	337.3	48.4	0.99445	1.01591	0.98964	0.00552	0.00966	-0.01447
