,fieldStation,easting,northing,notes,strike,dip,assocRake,featureType,foliationType,sampleme,sampleOrientationNote,imageID,imageID2,imageID3,imageID4,imageID5,imageID6,imageID7,imageID8,imageID9,imageID10
1717,AME18FieldStation-328,119.953183,-21.353636,,130,78,103,foliation,schistosity,,,,,,,,,,,,
1739,AME18FieldStation-344,119.931514,-21.342089,,130,86,104,foliation,schistosity,,,15298214459848.jpg,,,,,,,,,
1049,Ame18fieldstation-691,120.014905,-21.39947,,130,75,107,foliation,gneissic_folia,,,15318083759755.jpg,,,,,,,,,
290,Ame18fieldstation-163,119.90223356667,-21.32659745,"Quartzofeldspathic_schist_of_the_duffer,_with_small_quartz_or_feldspar_porphyroclasts.",130,81,108,foliation,gneissic_folia,Ame18-078,130 81,15274750330552.jpg,15274749957595.jpg,,,,,,,,
50,Ame18fieldstation-23,240.11474804154,297.04417382828,,130,74,111,,,Ame18-10,,,,,,,,,,,
365,Ame18fieldstation-208,119.97479676667,-21.372238083333,"Partially_migmatite_and_veined_orthogneiss_of_the_Underwood_unit._Two_tabular_zones_where_leucosimes_intermingle_with_a_mafic_biotite_rich_band._(See_pic)._The_granitic_portions_of_the_gneiss_have_differing_grain_size,_from_coarse_to_fine._These_zones_parallel_the_mafic_zones_and_foliation.",130,65,113,foliation,gneissic_folia,Ame18-107a,H n,15279976328399.jpg,15279968278318.jpg,,,,,,,,
1382,AME 18 fieldstation-525,119.954259,-21.364551,Fold_hinge,131,89,60,bedding,,,,,,,,,,,,,
869,Ame18fieldstation-569,119.96243733042,-21.362061930652,"20_cm_thick_chert_bed,_discontinuous_and_disappears_along_strike._Slightly_banded.",131,70,92,bedding,,235,131 70,15307539363560.jpg,,,,,,,,,
215,Ame18fieldstation-122,119.94412163333,-21.35354625,"Another_garnet_fined,_this_time_as_large_components_of_the_rock_by_percentage._Garnets_show_domintly_normal_shear_sense,_and_have_beautiful_asymmetry._Stratographically_below_metabasalt.",131,82,93,foliation,schistosity,Ame18-57 geochemistry,,15272161351798.jpg,,,,,,,,,
282,Ame18fieldstation-159,119.88855795,-21.328242966667,Assymmetrical_folds_of_quartz_in_th_quartzofeldspathic_schist_unit._Hinge_parallel_to_stretching_lineation.,131,72,105,foliation,schistosity,Ame18-075a and b,H n and on face.,15274089134348.jpg,15274086485791.jpg,15274086260704.jpg,,,,,,,
1298,AME 18 fieldstation-449,119.939825,-21.356354,Hinge,131,86,118,bedding,,,,,,,,,,,,,
118,Ame18fieldstation-71,119.88886413333,-21.32398395,Schist_with_porphyroclasts_of_quartz_or_maybe_cordillerite_?,132,75,84,foliation,gneissic_folia,Ame18-37,132 75,15266988140286.jpg,15266990287603.jpg,,,,,,,,
596,Ame18fieldstation-348,119.93636,-21.339794,Banded_gneiss._Aplite_dikes_are_sheared_to_suggest_sinistral_shearing.,132,75,102,foliation,gneissic_folia,,,15298179007970.jpg,15298178746607.jpg,,,,,,,,
1189,AME 18 fieldstation-355,119.936396,-21.339831,Granite_unit_outside_of_hills,132,75,102,foliation,mineral_alignm,,,,,,,,,,,,
1736,AME18FieldStation-341,119.936409,-21.339822,Foliage’s_granite,132,75,102,foliation,schistosity,,,,,,,,,,,,
1915,AME18FieldStation-494,119.956152,-21.368518,Slickinfibers_on_south_limb_of_fold._Perpendicular_to_lineation_parallel_to_hinge.,132,69,110,bedding,,,,15305013334118.jpg,15305013205724.jpg,,,,,,,,
155,Ame18fieldstation-94,119.96600188333,-21.371681933333,,132,80,150,foliation,schistosity,,,15271229051409.jpg,15271230143467.jpg,15271232179853.jpg,15271234124848.jpg,15271238751190.jpg,15271246603842.jpg,,,,
1372,AME 18 fieldstation-516,119.954762,-21.365805,,133,82,81,bedding,,,,,,,,,,,,,
1373,AME 18 fieldstation-517,119.954421,-21.365078,,133,76,82,bedding,,,,,,,,,,,,,
1314,AME 18 fieldstation-464,119.937328,-21.354859,,133,81,87,bedding,,,,,,,,,,,,,
1431,AME 18 fieldstation-568,119.956071,-21.354721,,133,86,101,bedding,,,,,,,,,,,,,
831,Ame18fieldstation-537,119.954165,-21.364672,Army_green_chert,134,78,40,bedding,,,,,,,,,,,,,
816,Ame18fieldstation-522,119.956154,-21.367119,,134,79,75,bedding,,,,,,,,,,,,,
552,Ame18fieldstation-321,119.946855,-21.349528,,134,83,87,foliation,schistosity,,,15297302409687.jpg,,,,,,,,,
834,Ame18fieldstation-539,119.954207,-21.364519,Sampled_chert_bed._Maybe_the_pervasive_fracture_pattern_is_perpendicular_to_the_moderately_dipping_folds?,134,82,99,bedding,,Ame18-229,134 82,,,,,,,,,,
1949,AME18FieldStation-522,119.9542,-21.364543,,134,82,99,bedding,,AME18-229,S and d,15305863149415.jpg,,,,,,,,,
1820,AME18FieldStation-412,119.938987,-21.355692,Moved_up_to_limb_on_the_up_side_of_fault,134,86,101,bedding,,,,,,,,,,,,,
39,Ame18fieldstation-12d,173.125,149.375,Fine_to_medium_granite,134,81,104,,,,,,,,,,,,,,
827,Ame18fieldstation-533,119.954174,-21.364767,Army_green_chert.,134,77,104,bedding,,,,,,,,,,,,,
879,Ame18fieldstation-576,119.960194,-21.359409,,134,84,105,foliation,schistosity,,,,,,,,,,,,
170,Ame18fieldstation-100,598.5,381,,134,84,119,,,,,,,,,,,,,,
173,Ame18fieldstation-103,119.96521796667,-21.373337433333,Boudined_chert,134,34,120,bedding,,,,15271295553411.jpg,15271295759307.jpg,,,,,,,,
1352,AME 18 fieldstation-505,228.636719,332.363281,,134,68,120,bedding,,,,15305020779744.jpg,,,,,,,,,
1457,AME 18 fieldstation-588,119.936249,-21.355242,,135,81,84,bedding,,,,,,,,,,,,,
891,Ame18fieldstation-587,119.9563,-21.354528,1_m_interbedded_schists.,135,74,94,foliation,schistosity,,,,,,,,,,,,
937,Ame18fieldstation-617,119.936256,-21.355288,,135,74,94,foliation,schistosity,,,,,,,,,,,,
1411,AME 18 fieldstation-551,119.962748,-21.362602,Interbedded,135,88,102,bedding,,,,,,,,,,,,,
190,Ame18fieldstation-110,119.96794488333,-21.368113566667,"Huge_1_cm_or_larger_garnets_with_quartz_tails_in_a_quartzofeldspathic_schist._Beautiful_shear_sense,_though_hard_to_determine_lineation.",135,84,105,foliation,schistosity,Ame18-53c,,15271457436345.jpg,,,,,,,,,
887,Ame18fieldstation-583,119.959834,-21.357624,"Interbedded_schists,_water_polished.",135,81,105,bedding,,,,15307695208583.jpg,,,,,,,,,
1956,AME18FieldStation-529,119.951703,-21.364732,On_main_chert_bed_with_huge_dextral_fold,136,78,110,bedding,,,,,,,,,,,,,
861,Ame18fieldstation-564,119.962024,-21.362272,20_cm_felsic_schist_bed._Dextral_cleavage_when_compared_to_bedding_contact.,136,89,115,foliation,schistosity,,,15307510815986.jpg,,,,,,,,,
890,Ame18fieldstation-586,119.956794,-21.355007,,137,83,92,foliation,schistosity,,,15307730807168.jpg,,,,,,,,,
1335,AME 18 fieldstation-482,119.939207,-21.356582,"Not_sure_what_unit,_in_tail_of_Dino",137,84,95,bedding,,,,,,,,,,,,,
366,Ame18fieldstation-208,119.97479676667,-21.372238083333,"Partially_migmatite_and_veined_orthogneiss_of_the_Underwood_unit._Two_tabular_zones_where_leucosimes_intermingle_with_a_mafic_biotite_rich_band._(See_pic)._The_granitic_portions_of_the_gneiss_have_differing_grain_size,_from_coarse_to_fine._These_zones_parallel_the_mafic_zones_and_foliation.",137,68,114,foliation,gneissic_folia,Ame18-107b,137 68 overturned face,15279976328399.jpg,15279968278318.jpg,,,,,,,,
1933,AME18FieldStation-509,119.954934,-21.3661,,138,77,57,bedding,,,,,,,,,,,,,
860,Ame18fieldstation-563,119.961797,-21.362365,Dextral_foliation_crosses_a_felsic_schist_“bed”._Felsic_schist_is_inter_layered_at_the_Hal_meter_scale_with_amphibolite_schist.,138,88,93,foliation,schistosity,,,15307508049031.jpg,,,,,,,,,
818,Ame18fieldstation-524,119.95536,-21.366428,,139,74,84,bedding,,,,,,,,,,,,,
1277,AME 18 fieldstation-429,119.939609,-21.355919,Long_leg_of_chert_bed,139,84,99,bedding,,,,,,,,,,,,,
1430,AME 18 fieldstation-567,119.9561,-21.354709,,139,76,102,bedding,,,,,,,,,,,,,
821,Ame18fieldstation-527,119.95427,-21.364869,,140,87,91,bedding,,,,,,,,,,,,,
1944,AME18FieldStation-517,119.954145,-21.364553,,140,81,97,bedding,,,,,,,,,,,,,
1962,AME18FieldStation-534,119.953442,-21.366384,Limb_and_hinge,140,72,100,bedding,,,,,,,,,,,,,
1986,AME18FieldStation-555,119.96019,-21.359228,,140,80,100,foliation,schistosity,,,,,,,,,,,,
1945,AME18FieldStation-518,119.95419,-21.364557,,140,82,104,bedding,,,,,,,,,,,,,
1988,AME18FieldStation-557,119.960483,-21.358252,Garnets!,140,77,104,foliation,schistosity,,,,,,,,,,,,
882,Ame18fieldstation-579,119.960481,-21.35825,,140,77,106,foliation,schistosity,,,15307680408665.jpg,15307676951102.jpg,15307676881353.jpg,,,,,,,
1421,AME 18 fieldstation-559,119.960431,-21.358262,Garnet_bearing_unit,140,77,106,bedding,,,,15307677034223.jpg,,,,,,,,,
1355,AME 18 fieldstation-506,142.441406,424.402344,,141,83,75,bedding,,,,15305021081994.jpg,,,,,,,,,
615,Ame18fieldstation-365,119.96157,-21.362106,"Mafic_amphibolite,_fine_to_medium_grained._Strongly_foliated_with_a_foliation_parallel_cleavage_that_makes_the_rock_break_into_flat_spears._L_tectonite?_Hard_to_tell_because_everything_is_so_mafic._Also_possible_SC_fabric,_showing_dextral_motion._Bedding_v_foliation?",141,74,85,foliation,schistosity,,,15298888477968.jpg,15298887105048.jpg,,,,,,,,
1208,AME 18 fieldstation-374,119.96156,-21.362147,"Magic_medium_grained_amphibolite,_more_deformed_than_southern_spot_due_to_more_foliation_exhibited___(Transact_of_god_yesterday_had_very_deformed_outcrops_at_every_spot,_the_spots_tagged_as_both_amphibolite_and_CS_are_this_unit,_the_magic_medium_grained_amphibolite)",141,74,85,foliation,schistosity,,,15298889018977.jpg,,,,,,,,,
1756,AME18FieldStation-358,119.961534,-21.3621,"Medium_grained_mafic_amphibolite,_more_foliated_than_last_spot.",141,74,85,foliation,schistosity,,,15298885349863.jpg,,,,,,,,,
841,Ame18fieldstation-546,119.951866,-21.364871,"Chert_unit,_boudined_slightly.",142,86,93,bedding,,,,15305932234110.jpg,,,,,,,,,
819,Ame18fieldstation-525,119.95460112851,-21.36542857805,,142,74,100,bedding,,,,,,,,,,,,,
1407,AME 18 fieldstation-548,119.962433,-21.362832,Interbedded_units,142,70,101,bedding,,,,,,,,,,,,,
700,Ame18fieldstation-434,119.939805,-21.355959,,142,85,105,bedding,,,,,,,,,,,,,
1370,AME 18 fieldstation-515,119.955435,-21.366569,,143,82,82,bedding,,,,15305128540163.jpg,15305128134038.jpg,,,,,,,,
1403,AME 18 fieldstation-545,119.961716,-21.363037,,143,80,98,bedding,,,,,,,,,,,,,
1413,AME 18 fieldstation-552,119.96311,-21.362437,Interbedded,143,77,104,bedding,,,,15307540771576.jpg,,,,,,,,,
61,Ame18fieldstation-31,119.92558603333,-21.32578485,"Amphibolite_banded_gneiss,_migmatite_in_areas,_granitic_bands_present.",144,49,95,foliation,gneissic_folia,,,,,,,,,,,,
62,Ame18fieldstation-31,119.92558603333,-21.32578485,"Amphibolite_banded_gneiss,_migmatite_in_areas,_granitic_bands_present.",144,49,96,,,,,,,,,,,,,,
1409,AME 18 fieldstation-550,119.962751,-21.362531,Interbedded,144,78,100,bedding,,,,,,,,,,,,,
185,Ame18fieldstation-109,119.96779343333,-21.368229183333,"Three_thin_units_close_together,_all_dipping_away_from_the_dome._Farthest_south,_a_.3_m_chert_bed,_strongly_lineated._Directly_south,_a_1_m_zone_of_porphyroclasts_bearing_felsic_schist._Along_strike_to_the_West_by_3_meters,_the_schist_is_less_micaceous,_but_has_small_red_dots_that_may_be_garnet.",144,72,102,foliation,schistosity,Ame18-52a geochemistry,,15271389578386.jpg,,,,,,,,,
701,Ame18fieldstation-435,119.939824,-21.356077,,144,84,103,bedding,,Ame18-218,144 84,15301535283711.jpg,,,,,,,,,
617,Ame18fieldstation-366,119.961553,-21.361915,Fine_grained_amphibolite_with_a_highly_plane_foliation._Lamited_at_the_1_-_2_cm_scale.,145,75,82,foliation,schistosity,,,15298895315992.jpg,,,,,,,,,
1209,AME 18 fieldstation-375,119.961511,-21.361943,"Finer_grained,_stronger_foliation,_1-2cm_lamition",145,75,82,foliation,schistosity,,,,,,,,,,,,
1757,AME18FieldStation-359,119.961528,-21.362017,Fine_grained_magic_amphibolite._1-2_cm_lamitions.__More_foliated,145,75,82,foliation,schistosity,,,15298892911937.jpg,,,,,,,,,
817,Ame18fieldstation-523,119.955724,-21.366822,,145,71,91,bedding,,,,,,,,,,,,,
1821,AME18FieldStation-413,119.939085,-21.355699,,145,82,105,bedding,,,,,,,,,,,,,
844,Ame18fieldstation-549,119.953128,-21.365835,Small_scale_folds.,146,86,85,bedding,,,,15305945734989.jpg,15305945570685.jpg,,,,,,,,
161,Ame18fieldstation-95,119.96586725,-21.37189485,"Felsic,_finely_lamited_muscovite_schist,_with_booudined_and_folded_quartz_veins_and_a_strong_nearly_downdip_crenulation_defines_by_muscovite.",146,51,105,foliation,schistosity,Ame18-047,H n,15271261948390.jpg,15271258253198.jpg,,,,,,,,
886,Ame18fieldstation-582,119.960174,-21.357894,"Very_large_garnets_in_highly_banded_paragneiss._Very_clear_normal_shear_sense,_greenstone_down,_me_up.",146,57,111,foliation,gneissic_folia,Ame18-241,"237 82 fracture plane. 
146 57",15307690253250.jpg,,,,,,,,,
873,Ame18fieldstation-572,119.963421,-21.361944,"Asymmetric_garnets,_showing_reverse_shear_sense_I_think.",146,76,120,foliation,schistosity,Ame18-239,146 76,,,,,,,,,,
635,Ame18fieldstation-376,119.961657,-21.360434,"Coherent_strong_fabric,_ridge_forming_unit.",147,77,92,foliation,schistosity,,,15298966437080.jpg,,,,,,,,,
1222,AME 18 fieldstation-385,119.961652,-21.36044,,147,77,92,foliation,plar_schistosity,AME 18-211,,,,,,,,,,,
1991,AME18FieldStation-559,119.960159,-21.357887,"Garnets_again,_sample_taken",147,57,111,foliation,gneissic_folia,,,15307688154452.jpg,,,,,,,,,
808,Ame18fieldstation-516,119.956897,-21.368155,Shallowly_plunging_lineation_in_big_chert_bed.,147,84,150,bedding,,Ame18-226,147 84 overturned.,,,,,,,,,,
1935,AME18FieldStation-510,119.954237,-21.365079,,148,79,98,bedding,,,,,,,,,,,,,
614,Ame18fieldstation-364,119.961243,-21.362215,"Poorly_foliated_metabasalt,_fine_grained_and_perhaps_chlorite_bearing.",149,85,84,foliation,schistosity,,,15298882797285.jpg,,,,,,,,,
1207,AME 18 fieldstation-373,119.96124,-21.362198,"Chlorite_schist_metabasalt,_small_outcrop,_looks_in_place",149,85,84,foliation,plar_schistosity,,,15298880505925.jpg,,,,,,,,,
1755,AME18FieldStation-357,119.961233,-21.362223,Metabasalt,149,85,84,foliation,schistosity,,,15298879918910.jpg,,,,,,,,,
1971,AME18FieldStation-543,119.961969,-21.362613,,149,89,84,foliation,schistosity,,,,,,,,,,,,
1769,AME18FieldStation-369,119.961664,-21.360414,Has_clasts,149,71,95,foliation,schistosity,AME18-211,,15298961379678.jpg,,,,,,,,,
744,Ame18fieldstation-470,119.9386443752,-21.355332179654,Bedding_in_a_large_scale_fold.,149,87,104,bedding,,,,,,,,,,,,,
634,Ame18fieldstation-376,119.961657,-21.360434,"Coherent_strong_fabric,_ridge_forming_unit.",150,72,87,foliation,schistosity,Ame18-211,147 77,15298966437080.jpg,,,,,,,,,
862,Ame18fieldstation-565,119.962141,-21.362214,Stripey_amphibolite_schist._Biotite.,150,69,91,foliation,gneissic_folia,,,15307514210566.jpg,15307513816963.jpg,,,,,,,,
1997,AME18FieldStation-565,119.956218,-21.354596,,150,76,100,foliation,schistosity,,,,,,,,,,,,
623,Ame18fieldstation-371,119.961744,-21.361648,"Modules_of_amphibolite_metabasalt,_with_zones_of_curved_schist_layers_separating_them.",150,69,101,foliation,schistosity,,,15298913049116.jpg,,,,,,,,,
1215,AME 18 fieldstation-380,119.961758,-21.361675,"Strike_and_dip_of_CS,_basalt_contact_towards_center_of_fold_hinge",150,69,101,foliation,plar_schistosity,,,15298912545531.jpg,,,,,,,,,
1230,AME 18 fieldstation-392,119.962804,-21.361242,Same_garnet_bearing_unit,150,73,108,foliation,plar_schistosity,AME 18-213ab,"A
162
70
96
B
156
75
107",15299061346202.jpg,,,,,,,,,
1775,AME18FieldStation-374,119.962773,-21.361271,Garnets,150,73,108,foliation,schistosity,AME18-213 a b,,15299080505375.jpg,,,,,,,,,
1981,AME18FieldStation-551,119.96295,-21.362075,,151,72,96,foliation,schistosity,,,,,,,,,,,,
1970,AME18FieldStation-542,119.961597,-21.362819,,151,83,112,foliation,schistosity,,,,,,,,,,,,
820,Ame18fieldstation-526,119.954535,-21.365377,,153,65,60,bedding,,,,,,,,,,,,,
824,Ame18fieldstation-530,119.953985,-21.364731,Army_green_chert,153,84,92,bedding,,,,,,,,,,,,,
1947,AME18FieldStation-520,119.954157,-21.364454,,153,86,100,bedding,,,,,,,,,,,,,
1852,AME18FieldStation-440,119.939547,-21.356508,,154,83,79,bedding,,,,,,,,,,,,,
1936,AME18FieldStation-511,119.954171,-21.364866,Chert_bed_that_wraps_around_lower_part_of_hill,154,86,93,bedding,,,,,,,,,,,,,
1940,AME18FieldStation-515,119.954183,-21.364667,"Hinge,_s_and_d_taken_on_south_leg,_assumed_hinge_area_and_north_leg",154,81,93,bedding,,,,,,,,,,,,,
1763,AME18FieldStation-365,119.961744,-21.361696,Contact_of_both_units,154,83,101,foliation,schistosity,,,15298912167851.jpg,,,,,,,,,
1834,AME18FieldStation-422,119.939825,-21.356022,,154,88,101,bedding,,,,,,,,,,,,,
642,Ame18fieldstation-381,119.96279,-21.361219,Garnets!,154,68,108,foliation,gneissic_folia,Ame18-213 a,,15299058737314.jpg,,,,,,,,,
1313,AME 18 fieldstation-463,119.937145,-21.354564,,155,87,85,bedding,,,,,,,,,,,,,
661,Ame18fieldstation-393,43.828125,528.859375,,155,85,103,bedding,,,,,,,,,,,,,
1239,AME 18 fieldstation-398,233.019531,89.117188,,155,85,103,bedding,,,,,,,,,,,,,
1789,AME18FieldStation-383,257.855469,167.277344,,155,85,103,bedding,,,,,,,,,,,,,
644,Ame18fieldstation-381,119.96279,-21.361219,Garnets!,156,75,107,foliation,gneissic_folia,,,15299058737314.jpg,,,,,,,,,
1777,AME18FieldStation-374,119.962773,-21.361271,Garnets,156,75,107,foliation,schistosity,,,15299080505375.jpg,,,,,,,,,
929,Ame18fieldstation-612,119.939011,-21.356007,Hinge_of_an_open_fold.,157,72,91,bedding,,,,15308486648496.jpg,,,,,,,,,
762,Ame18fieldstation-482,119.937354,-21.355165,The_lumpadump_layer!_Deformed_chert._The_quartz_grains_may_show_sinistral_shear_sense_within_the_bed_itself._Ssdd,158,80,90,bedding,,,,,,,,,,,,,
920,Ame18fieldstation-607,119.939402,-21.356473,,158,84,113,foliation,schistosity,,,,,,,,,,,,
748,Ame18fieldstation-473,119.937275,-21.354827,,160,90,95,bedding,,,,15302405328497.jpg,,,,,,,,,
1312,AME 18 fieldstation-462,119.937095,-21.354426,,161,87,91,bedding,,,,,,,,,,,,,
828,Ame18fieldstation-534,119.954159,-21.364755,,161,76,109,bedding,,,,,,,,,,,,,
643,Ame18fieldstation-381,119.96279,-21.361219,Garnets!,162,70,96,foliation,gneissic_folia,Ame18-213 b,,15299058737314.jpg,,,,,,,,,
1776,AME18FieldStation-374,119.962773,-21.361271,Garnets,162,70,96,foliation,schistosity,,,15299080505375.jpg,,,,,,,,,
1279,AME 18 fieldstation-431,119.939802,-21.356015,,164,70,102,bedding,,,,,,,,,,,,,
747,Ame18fieldstation-472,119.93722,-21.354578,,165,86,100,bedding,,,,,,,,,,,,,
1874,AME18FieldStation-462,119.937428,-21.354897,,169,74,89,bedding,,,,,,,,,,,,,
267,Ame18fieldstation-149,119.89742583333,-21.3115601,"A_series_of_granitic_rocks_exposed_along_the_riverbank._Massive,_gneissic_granitoid_sampled_by_Ross_for_geochemistry._I_sampled_a_more_intensely_sheared_gneiss_zone._Both_are_L>>S_tectonites.",170,70,90,foliation,gneissic_folia,Ame18-072b,,15273843789970.jpg,15273842705721.jpg,15273840156349.jpg,,,,,,,
1296,AME 18 fieldstation-447,119.939746,-21.356454,,171,83,94,bedding,,,,,,,,,,,,,
936,Ame18fieldstation-616,119.936447,-21.355595,,174,86,95,bedding,,,,,,,,,,,,,
698,Ame18fieldstation-432,119.939571,-21.355855,,176,86,97,bedding,,,,,,,,,,,,,
667,Ame18fieldstation-400,119.941404,-21.356533,,180,77,98,bedding,,,,,,,,,,,,,
1247,AME 18 fieldstation-402,119.941406,-21.356584,"Asymmetrical_dextral_fold_of_1-2m_chert_bed,_first_hinge",180,77,98,bedding,,,,,,,,,,,,,
931,Ame18fieldstation-613,119.939073,-21.356025,Southern_limb_of_open_fold,185,76,83,bedding,,,,,,,,,,,,,
1963,AME18FieldStation-535,119.953658,-21.366609,,190,76,80,bedding,,,,,,,,,,,,,
1698,AME18FieldStation-311,119.945655,-21.350681,Amphibolite,192,79,113,foliation,schistosity,,,,,,,,,,,,
169,Ame18fieldstation-99,385.5,498,,194,66,100,,,,,,,,,,,,,,
1937,AME18FieldStation-512,119.953945,-21.364757,"Hinge_of_fold,_but_only_s_and_d.",196,72,82,bedding,,,,,,,,,,,,,
658,Ame18fieldstation-390,70.855469,367.425781,,199,86,92,bedding,,,,,,,,,,,,,
1236,AME 18 fieldstation-395,119.941898,-21.356106,"Casey,_folded_chert_bed,_lineated",199,86,92,bedding,,,,15300629581782.jpg,15300621408271.jpg,,,,,,,,
1238,AME 18 fieldstation-397,216.949219,188.460938,Bedding_2_measurement,199,86,92,bedding,,,,,,,,,,,,,
1784,AME18FieldStation-378,119.942089,-21.356128,"Fold_in_a_chert_bed,_lineation_changes_around_fold.",199,86,92,bedding,,,,15300629967320.jpg,15300620524379.jpg,,,,,,,,
1786,AME18FieldStation-380,345.655516,104.744096,Outside_hinge,199,86,92,bedding,,,,,,,,,,,,,
737,Ame18fieldstation-465,119.939991,-21.356136,,200,84,96,bedding,,,,,,,,,,,,,
726,Ame18fieldstation-456,119.939745,-21.356382,Small_scale_sinistral_fold_on_a_large_fold.,201,82,76,bedding,,,,15301670590361.jpg,15301669958835.jpg,,,,,,,,
669,Ame18fieldstation-402,119.941384,-21.356596,Short_limb_of_dextral_fold.,201,72,88,bedding,,,,15300668696212.jpg,,,,,,,,,
1302,AME 18 fieldstation-453,119.939882,-21.356207,Fold_of_limb,203,83,97,bedding,,,,,,,,,,,,,
1252,AME 18 fieldstation-406,119.94154,-21.356767,Limb,213,80,109,bedding,,,,,,,,,,,,,
694,Ame18fieldstation-428,119.939344,-21.355808,Another_sinistral_fault_with_slickenlines._This_one_also_preserves_fault_breccia._Sampled_fault_breccia.,219,84,16,fault,,Ame18-217,H n,15301506056223.jpg,,,,,,,,,
1275,AME 18 fieldstation-427,119.939342,-21.355783,"Another_fault_in_unit,_sinistral_normal_offset_of_at_least_3m",219,84,16,fault,,AME 18-217,H N,15301509381611.jpg,,,,,,,,,
1828,AME18FieldStation-418,119.939346,-21.35567,"Another_sinistral_normal_fault,_samples_some_fault_breccia",219,84,16,fault,,AME18-217 C,,15301511535313.jpg,15301511478950.jpg,15301511429380.jpg,,,,,,,
172,Ame18fieldstation-102,436.5,1069.5,,220,66,91,,,,,,,,,,,,,,
657,Ame18fieldstation-389,135.867188,363.042969,,221,87,140,bedding,,,,,,,,,,,,,
1235,AME 18 fieldstation-395,119.941898,-21.356106,"Casey,_folded_chert_bed,_lineated",221,87,140,bedding,,,,15300629581782.jpg,15300621408271.jpg,,,,,,,,
1237,AME 18 fieldstation-396,230.097656,222.792969,Bedding_1_measurement,221,87,140,bedding,,,,,,,,,,,,,
1783,AME18FieldStation-378,119.942089,-21.356128,"Fold_in_a_chert_bed,_lineation_changes_around_fold.",221,87,140,bedding,,,,15300629967320.jpg,15300620524379.jpg,,,,,,,,
1785,AME18FieldStation-379,308.891602,176.113281,,221,87,140,bedding,,,,,,,,,,,,,
703,Ame18fieldstation-437,119.939851,-21.356177,,225,88,93,bedding,,,,15301549176751.jpg,,,,,,,,,
1300,AME 18 fieldstation-451,119.939803,-21.356266,,226,83,97,bedding,,,,,,,,,,,,,
1844,AME18FieldStation-432,119.939882,-21.356183,,232,86,88,bedding,,,,,,,,,,,,,
704,Ame18fieldstation-438,119.93984064329,-21.356191527619,,234,90,92,bedding,,,,,,,,,,,,,
1859,AME18FieldStation-447,119.939739,-21.356409,Mapping_of_large_folds,234,68,95,bedding,,,,,,,,,,,,,
706,Ame18fieldstation-440,343.125,300.3125,,237,83,94,bedding,,,,,,,,,,,,,
1282,AME 18 fieldstation-434,236.671875,368.886719,One_fold_leg_of_hinge,237,83,94,bedding,,,,,,,,,,,,,
1838,AME18FieldStation-426,268.765625,463.816406,,237,83,94,bedding,,,,,,,,,,,,,
1327,AME 18 fieldstation-475,119.937872,-21.355801,,238,89,98,bedding,,,,,,,,,,,,,
1324,AME 18 fieldstation-472,119.937576,-21.355854,Chert_schist,239,89,86,bedding,,,,,,,,,,,,,
333,Ame18fieldstation-186,119.83968276667,-21.338394583333,Foliated_epidote_chlorite_schist.,239,69,103,foliation,schistosity,,,15278158270754.jpg,,,,,,,,,
1861,AME18FieldStation-449,119.939843,-21.356268,,242,85,93,bedding,,,,,,,,,,,,,
1301,AME 18 fieldstation-452,119.93985,-21.356248,,243,77,93,bedding,,,,,,,,,,,,,
689,Ame18fieldstation-425,119.939252,-21.355705,Fault_that_offsets_chert_member_by_at_least_1.5_m._Interbedded_chert_and_schist_bends_to_further_indicate_sinistral_movement._Slick_engines_present.,246,84,18,fault,,,,15301491632867.jpg,15301491362396.jpg,15301491212922.jpg,,,,,,,
1273,AME 18 fieldstation-426,119.939295,-21.355776,"Another_fault_of_the_stripey_unit_and_interbedded_unit,_offset_sinistral_normal_at_least_1m",246,84,18,fault,,,,15301499882598.jpg,15301500623399.jpg,,,,,,,,
1825,AME18FieldStation-417,119.939047,-21.355679,"Sinistral_normal_fault_occurs,_at_least_1_meter_offset_horizontally_and_vertically.",246,84,18,fault,,,,15301500091504.jpg,15301499963872.jpg,15301499187910.jpg,,,,,,,
1311,AME 18 fieldstation-461,119.939845,-21.355786,,249,79,85,bedding,,,,,,,,,,,,,
728,Ame18fieldstation-458,119.939787,-21.356314,,249,82,101,bedding,,,,,,,,,,,,,
724,Ame18fieldstation-456,119.939745,-21.356382,Small_scale_sinistral_fold_on_a_large_fold.,250,73,92,bedding,,,,15301670590361.jpg,15301669958835.jpg,,,,,,,,
1320,AME 18 fieldstation-470,119.937837,-21.355404,,251,78,86,bedding,,,,,,,,,,,,,
1284,AME 18 fieldstation-436,262.96875,459.464844,,253,84,70,bedding,,,,,,,,,,,,,
1839,AME18FieldStation-427,329.433594,380.96875,,253,84,70,bedding,,,,,,,,,,,,,
1304,AME 18 fieldstation-455,119.939896,-21.356285,,253,84,97,bedding,,,,,,,,,,,,,
672,Ame18fieldstation-404,119.94152,-21.356734,Long_limb.,254,87,82,bedding,,,,,,,,,,,,,
660,Ame18fieldstation-392,544.929688,339.667969,,255,85,87,bedding,,,,,,,,,,,,,
1288,AME 18 fieldstation-440,119.939869,-21.356253,,256,88,92,bedding,,,,,,,,,,,,,
