site number,specimen,rock type,easting,northing,L,F,P,Pj,T,max,int,min,Dmax (in-situ),Imax (in-situ),Dmin (in-situ),Imin (in-situ),e12,e23,e31,comments
cy13-255,CY13-255b-1,dikes,482025.7622,3863449.838,1.01546,1.01043,1.02606,1.02622,-0.193008,29.1176,28.6742,28.3782,76.4171,9.58559,-186.58,35.8258,4.60112,6.87181,2.76262,
cy13-255,CY13-255b-2,dikes,482025.7622,3863449.838,1.01543,1.01712,1.03282,1.03283,0.0514681,30.1589,29.7005,29.2006,88.7045,10.0276,184.424,29.4037,5.54984,5.09053,2.66086,
cy13-257,CY13-257a-1,dikes,480936.0675,3862792.33,1.00566,1.01333,1.01906,1.01957,0.402565,69.6918,69.2999,68.3884,75.5473,28.4224,-35.3018,33.33,10.0506,4.35818,3.05069,
cy13-257,CY13-257a-2,dikes,480936.0675,3862792.33,1.00665,1.01474,1.02149,1.022,0.376281,70.2406,69.7764,68.763,80.5546,32.0381,-37.9127,37.2959,6.09552,2.80029,1.92141,
cy13-257,CY13-257a-3,dikes,480936.0675,3862792.33,1.00992,1.00777,1.01778,1.01782,-0.120984,74.0671,73.3393,72.7736,76.5416,31.8119,-37.1259,32.9084,3.2585,4.18929,1.83478,
cy13-257,CY13-257a-4,dikes,480936.0675,3862792.33,1.01032,1.01098,1.02141,1.02141,0.0307197,74.932,74.1666,73.3613,82.4337,36.7169,-37.1813,33.5272,4.39708,4.1798,2.14585,
cy13-257,CY13-257b-1a,dikes,480936.0675,3862792.33,1.00353,1.00644,1.00999,1.01013,0.291118,40.29,40.1484,39.8916,-76.8577,59.1587,112.003,30.5394,10.4374,5.80377,3.74757,
cy13-257,CY13-257b-1b,dikes,480936.0675,3862792.33,1.00418,1.0098,1.01402,1.0144,0.400286,27.2937,27.18,26.9163,266.949,50.1205,-246.427,36.7569,15.1416,6.65639,4.66141,
cy13-257,CY13-257b-2,dikes,480936.0675,3862792.33,1.0056,1.00842,1.01406,1.01415,0.200369,23.5861,23.4548,23.2591,-7.34317,36.8114,-241.704,37.903,8.44112E-12,5.66248E-12,3.38904E-12,
cy13-257,CY13-257b-3a,dikes,480936.0675,3862792.33,1.00342,1.00305,1.00649,1.00649,-0.0575416,42.7037,42.5579,42.4284,17.0124,22.3124,-237.412,33.1965,7.3687,8.28311,3.91783,
cy13-257,CY13-257b-3b,dikes,480936.0675,3862792.33,1.00396,1.00521,1.0092,1.00923,0.135638,30.3321,30.2123,30.0556,13.8665,17.166,109.17,16.6598,12.7959,9.8517,5.6205,
cy13-259,CY13-259a-1,dikes,487777.6659,3858856.955,1.00572,1.00389,1.00963,1.00969,-0.189222,37.3161,37.1039,36.96,267.485,44.866,54.8666,40.2388,4.14942,6.10301,2.47488,
cy13-259,CY13-259a-2,dikes,487777.6659,3858856.955,1.00653,1.00196,1.00849,1.0089,-0.53803,37.3087,37.0668,36.9945,-85.7721,31.6413,32.3081,37.3758,3.64032,12.0085,2.80373,
cy13-259,CY13-259a-3,dikes,487777.6659,3858856.955,1.00737,1.00201,1.00939,1.00989,-0.569851,37.605,37.33,37.255,-82.3287,39.4603,-261.278,50.535,3.92092,14.1071,3.08257,
cy13-259,CY13-259a-4a,dikes,487777.6659,3858856.955,1.00792,1.00118,1.00911,1.00991,-0.739792,39.2141,38.9059,38.86,-87.2086,37.443,44.4637,40.9665,2.85846,18.5396,2.48853,
cy13-259,CY13-259a-4b,dikes,487777.6659,3858856.955,1.00876,1.00034,1.0091,1.01033,-0.925889,38.9029,38.565,38.5521,264.229,39.1853,43.0842,42.7321,2.6074,49.9295,2.51132,
cy13-259,CY13-259b-1a,dikes,487777.6659,3858856.955,1.00473,1.0021,1.00684,1.00701,-0.384734,45.0561,44.8439,44.75,221.657,45.8156,53.6777,43.5497,8.63411E-12,1.94985E-11,5.98423E-12,
cy13-259,CY13-259b-1b,dikes,487777.6659,3858856.955,1.00349,1.00434,1.00784,1.00786,0.107671,45.8019,45.6426,45.4455,213.891,39.5719,59.947,47.3876,6.74537,5.46399,3.02725,
cy13-259,CY13-259b-2,dikes,487777.6659,3858856.955,1.00652,1.00047,1.00699,1.00781,-0.864991,42.3025,42.0286,42.0089,222.149,50.3832,68.5689,36.5499,6.89176,59.1692,6.43207,
cy13-259,CY13-259b-3,dikes,487777.6659,3858856.955,1.00439,1.00153,1.00593,1.00616,-0.481583,47.1681,46.9619,46.89,236.859,46.3331,51.6777,43.5497,4.26928,12.0779,3.16771,
cy13-259,CY13-259c-1a,dikes,487777.6659,3858856.955,1.00234,1.01995,1.02234,1.02457,0.788332,25.9257,25.8651,25.3592,231.111,50.6966,-19.9675,14.8659,32.4318,4.34843,3.88516,
cy13-259,CY13-259c-1b,dikes,487777.6659,3858856.955,1.00032,1.02276,1.02309,1.02652,0.971942,25.6557,25.6475,25.0768,102.967,50.42,-13.8725,20.468,77.0364,3.57734,3.52672,
cy13-259,CY13-259c-2,dikes,487777.6659,3858856.955,1.00186,1.0143,1.01618,1.01772,0.768708,22.2049,22.1638,21.8513,259.276,4.29303,-9.11114,20.5495,39.158,6.12726,5.41815,
cy13-259,CY13-259c-3,dikes,487777.6659,3858856.955,1.00554,1.02399,1.02967,1.03155,0.621757,26.3482,26.2029,25.589,-199.523,73.8541,-4.42476,15.6162,9.96284,2.38049,1.92532,
cy13-275,CY13-275a-1,dikes,487777.6659,3858856.955,1.01009,1.00372,1.01384,1.01432,-0.459987,18.0422,17.862,17.7958,-10.302,57.7627,94.0766,8.90063,4.63014E-12,1.26045E-11,3.38624E-12,
cy13-275,CY13-275a-2a,dikes,506852.2051,3868879.465,1.00914,1.00313,1.0123,1.01278,-0.488178,16.0837,15.938,15.8883,28.497,46.7001,-81.0255,17.4798,9.93962,27.1422,7.44062,
cy13-275,CY13-275a-2b,dikes,506852.2051,3868879.465,1.00946,1.00314,1.01263,1.01315,-0.50035,15.7917,15.6437,15.5947,28.09,41.4146,-68.8739,7.82646,8.86392,25.2317,6.68308,
cy13-275,CY13-275b-1a,dikes,506852.2051,3868879.465,1.00495,1.00133,1.00628,1.00662,-0.576305,13.8683,13.8,13.7817,250.097,65.3106,62.6402,24.5052,8.81679E-12,3.29047E-11,6.95359E-12,
cy13-275,CY13-275b-1b,dikes,506852.2051,3868879.465,1.00248,1.00402,1.00651,1.00657,0.237599,13.985,13.9505,13.8945,19,86,-192.78,3.40184,24.0103,15.3922,9.65611,
cy13-275,CY13-275b-2a,dikes,506852.2051,3868879.465,1.00256,1.00416,1.00673,1.00679,0.23765,13.535,13.5005,13.4445,26,85,-185.815,4.25176,24.0103,15.3922,9.65611,
cy13-275,CY13-275b-2b,dikes,506852.2051,3868879.465,1.00514,1.00377,1.00893,1.00896,-0.153191,13.7842,13.7137,13.6622,72.7948,79.6582,-26.4913,1.68668,23.595,30.857,14.1614,
cy13-275,CY13-275b-3,dikes,506852.2051,3868879.465,1.00458,1.0046,1.00921,1.00921,0.00229108,13.9737,13.91,13.8463,74.8364,83.0771,-69.6042,5.64115,27.755,27.755,14.7415,
